Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2
India,Male,30,Employed full-time,Pharmaceutical,Bachelor's degree,Computer Science,1300000,INR,Software Developer/Software Engineer,Perfectly,R,Yes,10-25% of projects,4,4
United States,Male,34,Employed full-time,Academic,Doctoral degree,Physics,50000,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),76-99% of projects,7,7
Chile,Male,24,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Physics,12000,USD,Software Developer/Software Engineer,Fine,Python,No,76-99% of projects,8,8
United States,Male,38,Employed full-time,Government,Bachelor's degree,A social science,90000,USD,Other,Fine,Python,Sort of (Explain more),100% of projects,6,6
United States,Male,55,Employed full-time,Technology,Master's degree,Electrical Engineering,230000,USD,Software Developer/Software Engineer,Fine,Python,No,26-50% of projects,1 - Highly Dissatisfied,1
United States,A different identity,43,Employed full-time,Government,Doctoral degree,A social science,158000,USD,Scientist/Researcher,Fine,C/C++/C#,Yes,10-25% of projects,6,6
United States,Female,59,Employed full-time,Technology,Doctoral degree,Other,190000,USD,Statistician,Fine,Python,Yes,10-25% of projects,10 - Highly Satisfied,10
Other,Male,23,Employed full-time,Other,Bachelor's degree,Computer Science,5.00E+05,NPR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),76-99% of projects,4,4
United States,Male,52,Employed full-time,Pharmaceutical,Bachelor's degree,Engineering (non-computer focused),95000,USD,Software Developer/Software Engineer,Fine,R,No,26-50% of projects,4,4
Brazil,Male,45,Employed full-time,Government,Doctoral degree,Computer Science,2.00E+05,BRL,Data Analyst,Poorly,Python,Yes,26-50% of projects,6,6
Mexico,Male,31,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,18000,MXN,Data Analyst,Fine,R,No,100% of projects,7,7
United States,Male,56,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,90000,USD,Engineer,Perfectly,Python,No,None,4,4
United States,Male,31,Employed full-time,Financial,Master's degree,Management information systems,106000,USD,Other,Fine,Python,Yes,76-99% of projects,7,7
Canada,Male,52,Employed full-time,Other,Master's degree,Computer Science,108000,CAD,DBA/Database Engineer,Poorly,Python,No,26-50% of projects,7,7
India,Male,58,"Independent contractor, freelancer, or self-employed",Technology,Master's degree,Electrical Engineering,3.00E+06,INR,Other,Fine,Python,No,76-99% of projects,8,8
United States,Female,56,Employed full-time,Pharmaceutical,Master's degree,Engineering (non-computer focused),1000,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),10-25% of projects,5,5
India,Male,32,Employed full-time,Academic,Master's degree,Mathematics or statistics,4.00E+05,INR,Other,Perfectly,Python,Yes,26-50% of projects,8,8
United States,Male,25,Employed full-time,Technology,Master's degree,Computer Science,60000,USD,Machine Learning Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,6,6
United States,Male,39,Employed full-time,Other,Master's degree,Engineering (non-computer focused),132000,USD,Predictive Modeler,Fine,SQL,Sort of (Explain more),51-75% of projects,8,8
United States,Male,31,Employed full-time,Telecommunications,Master's degree,Electrical Engineering,110000,USD,Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,4,4
United States,Male,39,Employed full-time,Other,Master's degree,Engineering (non-computer focused),140000,USD,Software Developer/Software Engineer,Poorly,R,Yes,100% of projects,3,3
Colombia,Male,29,Employed full-time,Academic,Master's degree,A social science,3.00E+06,COP,Researcher,Fine,R,Yes,10-25% of projects,8,8
United States,Male,32,Employed full-time,Technology,Master's degree,Engineering (non-computer focused),3.00E+05,USD,Other,Poorly,Python,Sort of (Explain more),76-99% of projects,7,7
United States,Male,30,Employed full-time,Government,Master's degree,Biology,46000,USD,Statistician,Fine,Python,Sort of (Explain more),26-50% of projects,6,6
Mexico,Male,27,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",360000,MXN,Data Analyst,Fine,Python,No,100% of projects,6,6
United States,Male,63,Employed full-time,Academic,Doctoral degree,Other,175000,USD,Other,Perfectly,R,Yes,76-99% of projects,10 - Highly Satisfied,10
Finland,Male,29,Employed full-time,Academic,Doctoral degree,Physics,30000,EUR,Scientist/Researcher,Fine,Python,No,100% of projects,4,4
United States,Male,38,Employed full-time,Academic,Master's degree,Electrical Engineering,90000,USD,Software Developer/Software Engineer,Fine,Python,Yes,100% of projects,6,6
Japan,Male,32,Employed full-time,Pharmaceutical,Doctoral degree,Other,15340000,JPY,Other,Fine,Python,Sort of (Explain more),51-75% of projects,8,8
Malaysia,Male,40,Employed full-time,Manufacturing,Master's degree,Mathematics or statistics,50000,USD,Data Analyst,Fine,R,No,100% of projects,8,8
India,Male,25,Employed full-time,Technology,Bachelor's degree,Computer Science,1296000,INR,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),51-75% of projects,3,3
Greece,Female,24,Employed full-time,Technology,Master's degree,Computer Science,25000,EUR,DBA/Database Engineer,Fine,Python,Yes,Less than 10% of projects,9,9
United States,Male,32,Employed full-time,Other,Bachelor's degree,Mathematics or statistics,72000,USD,Data Analyst,Fine,Python,Yes,51-75% of projects,6,6
Greece,Female,31,Employed full-time,Military/Security,Master's degree,Computer Science,30000,EUR,Machine Learning Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,6,6
United States,Male,31,Employed full-time,Other,Bachelor's degree,Engineering (non-computer focused),105000,USD,Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,7,7
United States,Male,40,Employed full-time,Academic,Doctoral degree,Electrical Engineering,130000,USD,Researcher,Fine,Python,Yes,76-99% of projects,8,8
Brazil,Male,51,Employed full-time,Pharmaceutical,Bachelor's degree,Mathematics or statistics,90000,BRL,Data Analyst,Fine,R,Yes,76-99% of projects,7,7
United States,Female,61,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,190000,USD,Scientist/Researcher,Fine,R,Yes,26-50% of projects,6,6
United States,Male,42,"Independent contractor, freelancer, or self-employed",Other,Master's degree,Computer Science,175000,USD,DBA/Database Engineer,Poorly,Python,Yes,26-50% of projects,7,7
United States,Male,43,"Independent contractor, freelancer, or self-employed",CRM/Marketing,Bachelor's degree,Other,140000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),100% of projects,5,5
United States,Male,26,Employed full-time,Internet-based,Bachelor's degree,Mathematics or statistics,50000,USD,Engineer,Fine,Python,No,Less than 10% of projects,8,8
United States,Male,34,Employed full-time,CRM/Marketing,Master's degree,A humanities discipline,95000,USD,Data Analyst,Fine,Python,No,100% of projects,7,7
Brazil,Male,29,Employed full-time,Other,Bachelor's degree,I never declared a major,45000,BRL,Statistician,Perfectly,Python,Yes,76-99% of projects,10 - Highly Satisfied,10
People 's Republic of China,Male,25,Employed full-time,Technology,Master's degree,Computer Science,4.00E+05,CNY,Machine Learning Engineer,Fine,Python,No,100% of projects,3,3
India,Female,52,Employed full-time,Government,Doctoral degree,Mathematics or statistics,1500000,INR,Other,Perfectly,R,Yes,51-75% of projects,9,9
United States,Female,37,Employed full-time,CRM/Marketing,Master's degree,Computer Science,150000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),26-50% of projects,7,7
Colombia,"Non-binary, genderqueer, or gender non-conforming",22,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),3.90E+07,COP,Engineer,Fine,Python,No,51-75% of projects,6,6
Greece,Male,28,Employed part-time,Mix of fields,Master's degree,Mathematics or statistics,0,EUR,Data Analyst,Fine,R,Yes,100% of projects,8,8
United States,Male,28,Employed full-time,Other,Bachelor's degree,Engineering (non-computer focused),105000,USD,Engineer,Poorly,Python,Sort of (Explain more),100% of projects,9,9
Other,Male,39,Employed full-time,Government,Master's degree,Mathematics or statistics,144000,PEN,Statistician,Perfectly,Python,Yes,76-99% of projects,8,8
Indonesia,Female,28,Employed full-time,Other,Master's degree,Mathematics or statistics,3250000,IDR,Scientist/Researcher,Perfectly,R,Yes,Less than 10% of projects,8,8
India,Male,41,Employed full-time,Telecommunications,Master's degree,Engineering (non-computer focused),2500000,INR,Programmer,Perfectly,R,Yes,100% of projects,7,7
India,Male,24,Employed full-time,CRM/Marketing,Master's degree,Engineering (non-computer focused),1600000,INR,Business Analyst,Fine,Python,Yes,26-50% of projects,5,5
United States,Male,34,Employed full-time,Internet-based,Doctoral degree,Physics,150000,USD,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,9,9
Spain,Male,38,Employed full-time,Mix of fields,Master's degree,Computer Science,42000,EUR,Machine Learning Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,9,9
United States,Male,30,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),60000,USD,Researcher,Fine,R,Yes,76-99% of projects,8,8
India,Male,34,Employed full-time,Technology,Master's degree,Electrical Engineering,5500000,INR,Other,Fine,Python,Sort of (Explain more),26-50% of projects,5,5
United States,Male,63,Employed full-time,Financial,Doctoral degree,Engineering (non-computer focused),350000,USD,Scientist/Researcher,Fine,R,Yes,76-99% of projects,10 - Highly Satisfied,10
United States,Male,53,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),115000,USD,Researcher,Fine,R,Yes,51-75% of projects,10 - Highly Satisfied,10
India,Male,41,Employed full-time,Telecommunications,Master's degree,Management information systems,3269000,INR,Programmer,Fine,Python,Sort of (Explain more),Less than 10% of projects,3,3
Spain,Male,47,Employed part-time,Academic,Doctoral degree,Computer Science,35000,EUR,Researcher,Fine,Python,Sort of (Explain more),Less than 10% of projects,4,4
Hungary,Female,26,Employed full-time,Technology,Master's degree,A social science,2650000,HUF,Statistician,Fine,Python,Sort of (Explain more),26-50% of projects,5,5
United States,Female,25,"Independent contractor, freelancer, or self-employed",Technology,Master's degree,Biology,67000,USD,Data Analyst,Perfectly,R,No,51-75% of projects,3,3
United States,Male,40,Employed full-time,Financial,Master's degree,Engineering (non-computer focused),130000,USD,DBA/Database Engineer,Fine,Python,No,Less than 10% of projects,9,9
Other,Male,25,"Independent contractor, freelancer, or self-employed",Government,Master's degree,Mathematics or statistics,4200000,XOF,Statistician,Fine,R,Yes,Less than 10% of projects,2,2
United States,Female,30,"Independent contractor, freelancer, or self-employed",Government,Doctoral degree,Engineering (non-computer focused),50000,USD,Researcher,Fine,Python,No,10-25% of projects,6,6
United States,Male,35,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,1.00E+06,USD,Scientist/Researcher,Perfectly,Julia,Yes,Less than 10% of projects,9,9
Canada,Male,54,Employed full-time,Other,Master's degree,Computer Science,85000,CAD,Data Analyst,Perfectly,R,Yes,51-75% of projects,6,6
United States,Female,37,Employed full-time,Technology,Master's degree,Computer Science,75000,USD,Software Developer/Software Engineer,Fine,R,Sort of (Explain more),Less than 10% of projects,4,4
Russia,Male,28,Employed full-time,Academic,Master's degree,Mathematics or statistics,3.00E+05,RUB,Data Analyst,Fine,R,Yes,None,3,3
Russia,Male,40,Employed full-time,Technology,Master's degree,Computer Science,23000,EUR,Software Developer/Software Engineer,Fine,C/C++/C#,Yes,10-25% of projects,6,6
United States,Male,22,Employed full-time,Military/Security,Master's degree,Electrical Engineering,75000,USD,Engineer,Fine,Python,No,100% of projects,9,9
United States,Female,29,Employed full-time,Mix of fields,Master's degree,Mathematics or statistics,162000,USD,Operations Research Practitioner,Fine,Python,Yes,51-75% of projects,9,9
United States,Male,38,Employed full-time,Mix of fields,Master's degree,Computer Science,140000,USD,Other,Fine,Python,Yes,76-99% of projects,8,8
India,Male,28,Employed full-time,Financial,Bachelor's degree,Engineering (non-computer focused),375000,INR,Business Analyst,Fine,SAS,No,76-99% of projects,7,7
Canada,Male,35,Employed full-time,Academic,Doctoral degree,Other,35000,CAD,Scientist/Researcher,Perfectly,Python,No,Less than 10% of projects,8,8
United States,Female,29,Employed full-time,Academic,Master's degree,Psychology,30000,USD,Researcher,Fine,SQL,Sort of (Explain more),10-25% of projects,8,8
Republic of China,Male,26,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),30000,USD,Computer Scientist,Perfectly,SQL,Yes,10-25% of projects,8,8
Germany,Male,34,Employed full-time,Other,Doctoral degree,Computer Science,62000,EUR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),100% of projects,7,7
India,Male,23,Employed part-time,Mix of fields,Bachelor's degree,Electrical Engineering,6.00E+05,INR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,6,6
United States,Male,38,Employed full-time,Telecommunications,Master's degree,Computer Science,140000,USD,Machine Learning Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,8,8
Italy,Male,22,"Independent contractor, freelancer, or self-employed",Academic,Bachelor's degree,Computer Science,30000,EUR,Software Developer/Software Engineer,Fine,Python,Yes,51-75% of projects,7,7
United States,Male,51,Employed full-time,Hospitality/Entertainment/Sports,Master's degree,Other,135000,USD,Machine Learning Engineer,Poorly,Python,Yes,100% of projects,10 - Highly Satisfied,10
Mexico,Male,27,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),12000,MXN,Business Analyst,Fine,R,Sort of (Explain more),100% of projects,10 - Highly Satisfied,10
United States,Male,51,Employed full-time,Academic,Bachelor's degree,Other,125000,USD,Other,Fine,Python,No,10-25% of projects,7,7
Norway,Male,31,Employed full-time,Financial,Master's degree,Engineering (non-computer focused),6.00E+05,NOK,Data Analyst,Fine,R,Yes,Less than 10% of projects,7,7
Argentina,Male,25,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",546000,ARS,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,8,8
United States,Male,28,Employed full-time,Retail,Master's degree,Electrical Engineering,175000,USD,Machine Learning Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,8,8
United States,Male,26,Employed full-time,Internet-based,Master's degree,Management information systems,1.00E+05,USD,Machine Learning Engineer,Fine,Python,No,Less than 10% of projects,1 - Highly Dissatisfied,1
Mexico,Male,41,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,1.00E+05,USD,Scientist/Researcher,Perfectly,R,No,10-25% of projects,9,9
United States,Male,47,Employed full-time,Academic,I prefer not to answer,Electrical Engineering,50000,USD,Computer Scientist,Perfectly,Python,Sort of (Explain more),100% of projects,10 - Highly Satisfied,10
Brazil,Male,23,Employed full-time,Academic,Bachelor's degree,"Information technology, networking, or system administration",18000,BRL,Scientist/Researcher,Perfectly,Python,Yes,76-99% of projects,8,8
Mexico,Male,39,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,44000,MXN,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,8,8
United States,Male,33,Employed full-time,Academic,Bachelor's degree,Engineering (non-computer focused),72500,USD,Data Analyst,Fine,R,No,76-99% of projects,5,5
United States,Male,55,Employed full-time,Internet-based,Doctoral degree,Electrical Engineering,185000,USD,Machine Learning Engineer,Fine,SQL,Yes,51-75% of projects,6,6
United States,Male,31,Employed full-time,Pharmaceutical,Bachelor's degree,Computer Science,140000,USD,Programmer,Fine,R,No,26-50% of projects,7,7
United Kingdom,Male,36,Employed full-time,Mix of fields,Bachelor's degree,Mathematics or statistics,27000,GBP,Data Analyst,Fine,R,Sort of (Explain more),26-50% of projects,8,8
United States,Male,37,Employed full-time,Technology,Master's degree,Other,78000,USD,Scientist/Researcher,Perfectly,Python,Yes,76-99% of projects,8,8
Brazil,Male,30,Employed full-time,Financial,Master's degree,Computer Science,53756,BRL,Machine Learning Engineer,Fine,Python,Sort of (Explain more),100% of projects,6,6
India,Male,23,Employed full-time,Technology,Bachelor's degree,Electrical Engineering,740000,INR,Business Analyst,Fine,Python,Yes,10-25% of projects,8,8
United States,Female,27,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,60000,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),10-25% of projects,5,5
Spain,Male,26,Employed full-time,Other,Master's degree,Engineering (non-computer focused),35000,EUR,Data Analyst,Fine,R,Sort of (Explain more),Less than 10% of projects,7,7
United States,Male,40,Employed full-time,Academic,Master's degree,Computer Science,130000,USD,Software Developer/Software Engineer,Poorly,Python,Yes,10-25% of projects,6,6
India,Male,26,Employed full-time,Mix of fields,Master's degree,Electrical Engineering,45000,INR,Business Analyst,Fine,Python,No,10-25% of projects,8,8
United States,Female,37,Employed full-time,Technology,Master's degree,A social science,56000,USD,Data Analyst,Fine,R,Sort of (Explain more),26-50% of projects,7,7
United States,Male,23,Employed full-time,Academic,Bachelor's degree,Biology,45000,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),100% of projects,5,5
United States,Male,40,Employed full-time,Technology,Doctoral degree,Engineering (non-computer focused),150000,USD,Machine Learning Engineer,Perfectly,Python,Yes,None,3,3
United States,"Non-binary, genderqueer, or gender non-conforming",32,"Independent contractor, freelancer, or self-employed",Hospitality/Entertainment/Sports,Master's degree,A social science,5000,USD,Software Developer/Software Engineer,Fine,R,Sort of (Explain more),Less than 10% of projects,5,5
Canada,Female,27,Employed part-time,Academic,Master's degree,Computer Science,30000,CAD,Data Analyst,Perfectly,SQL,No,100% of projects,9,9
Portugal,Male,39,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),18000,EUR,Scientist/Researcher,Poorly,R,Yes,51-75% of projects,8,8
United States,Male,44,Employed full-time,Telecommunications,Doctoral degree,Engineering (non-computer focused),120000,CAD,Software Developer/Software Engineer,Poorly,Python,Yes,76-99% of projects,8,8
United States,Male,32,Employed full-time,Other,Doctoral degree,Other,140000,USD,Operations Research Practitioner,Fine,R,Yes,76-99% of projects,8,8
Canada,Male,26,Employed full-time,Insurance,Bachelor's degree,Mathematics or statistics,80000,CAD,Researcher,Poorly,Python,No,51-75% of projects,7,7
Other,A different identity,25,Employed full-time,Internet-based,I prefer not to answer,A health science,2.50E+07,ETB,Operations Research Practitioner,Fine,Stata,Yes,76-99% of projects,10 - Highly Satisfied,10
United States,Male,30,Employed full-time,Internet-based,Bachelor's degree,A social science,110000,USD,Data Analyst,Perfectly,R,Yes,76-99% of projects,7,7
India,Male,37,Employed full-time,Technology,Bachelor's degree,Other,2200000,INR,Machine Learning Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,5,5
Finland,Male,37,Employed full-time,Technology,Doctoral degree,"Information technology, networking, or system administration",1.00E+05,EUR,Software Developer/Software Engineer,Perfectly,Python,No,Less than 10% of projects,6,6
United States,Male,29,Employed part-time,Academic,Master's degree,Electrical Engineering,25000,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),Less than 10% of projects,5,5
United States,Male,29,Employed full-time,Retail,Master's degree,A social science,66000,USD,Data Analyst,Fine,Python,No,76-99% of projects,8,8
India,Male,23,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,4.00E+05,INR,Data Analyst,Fine,Python,Sort of (Explain more),10-25% of projects,6,6
United States,Female,56,Employed full-time,Academic,Doctoral degree,Physics,80000,USD,Researcher,Fine,Python,Yes,100% of projects,7,7
India,Male,29,Employed full-time,Pharmaceutical,Master's degree,Electrical Engineering,7.00E+05,INR,Data Analyst,Perfectly,Python,Yes,100% of projects,7,7
Canada,Male,36,Employed full-time,Technology,Bachelor's degree,Computer Science,150000,CAD,Machine Learning Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,6,6
Pakistan,Male,33,Employed full-time,Academic,Master's degree,Computer Science,60000,PKR,Researcher,Perfectly,Python,Yes,26-50% of projects,10 - Highly Satisfied,10
Brazil,Female,38,Employed full-time,Academic,Doctoral degree,Computer Science,35000,USD,Scientist/Researcher,Fine,R,Yes,10-25% of projects,7,7
Germany,Male,41,Employed full-time,Retail,Bachelor's degree,Management information systems,78000,EUR,Data Miner,Perfectly,R,Yes,100% of projects,9,9
United States,"Non-binary, genderqueer, or gender non-conforming",28,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Mathematics or statistics,30000,USD,Statistician,Fine,Python,Sort of (Explain more),76-99% of projects,4,4
United States,Male,27,Employed full-time,Academic,Doctoral degree,Biology,105000,USD,Scientist/Researcher,Perfectly,Python,Yes,51-75% of projects,6,6
United States,Male,35,"Independent contractor, freelancer, or self-employed",Academic,Master's degree,Other,92000,USD,Machine Learning Engineer,Perfectly,Python,No,Less than 10% of projects,10 - Highly Satisfied,10
Other,Male,46,Employed full-time,Technology,Master's degree,Electrical Engineering,25000,MAD,Operations Research Practitioner,Poorly,R,No,76-99% of projects,7,7
United States,Male,33,Employed full-time,Technology,Master's degree,Mathematics or statistics,115000,USD,Statistician,Fine,Python,Yes,10-25% of projects,7,7
United States,Male,23,Employed full-time,Manufacturing,Bachelor's degree,Mathematics or statistics,50000,USD,Machine Learning Engineer,Fine,Python,Yes,100% of projects,3,3
United States,Female,35,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,50000,USD,Scientist/Researcher,Fine,R,Sort of (Explain more),100% of projects,3,3
United States,Male,44,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),88000,USD,Other,Perfectly,Matlab,Yes,100% of projects,8,8
Italy,Male,27,Employed full-time,Military/Security,Master's degree,Computer Science,30000,EUR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,5,5
Finland,Male,26,Employed full-time,Academic,Master's degree,"Information technology, networking, or system administration",30000,EUR,Other,Fine,R,No,100% of projects,7,7
Chile,Male,28,Employed part-time,CRM/Marketing,Master's degree,Computer Science,6.00E+06,CLP,Researcher,Fine,Python,No,51-75% of projects,3,3
Switzerland,Male,32,Employed full-time,Insurance,Doctoral degree,A humanities discipline,1.00E+05,CHF,Data Analyst,Fine,Python,Yes,76-99% of projects,8,8
Italy,Male,30,Employed full-time,Internet-based,Doctoral degree,Computer Science,25000,EUR,Scientist/Researcher,Fine,Python,Yes,Less than 10% of projects,8,8
Brazil,Male,32,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Other,38400,BRL,Other,Fine,Python,No,26-50% of projects,8,8
Mexico,Male,37,Employed full-time,Technology,Master's degree,Mathematics or statistics,50000,USD,Scientist/Researcher,Perfectly,Julia,Sort of (Explain more),51-75% of projects,7,7
United States,Male,51,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,1.00E+05,USD,Statistician,Fine,Python,Yes,26-50% of projects,7,7
United States,Male,27,Employed full-time,Financial,Master's degree,Mathematics or statistics,145000,USD,Other,Fine,Python,Sort of (Explain more),100% of projects,5,5
France,Male,50,Employed full-time,Other,Master's degree,Physics,90000,EUR,Other,Fine,Python,Yes,26-50% of projects,8,8
Brazil,Male,38,Employed full-time,Telecommunications,Master's degree,Mathematics or statistics,110000,BRL,Statistician,Perfectly,SQL,Yes,51-75% of projects,10 - Highly Satisfied,10
Other,Male,25,Employed full-time,Academic,Bachelor's degree,Computer Science,6000,USD,DBA/Database Engineer,Fine,Python,Yes,10-25% of projects,1 - Highly Dissatisfied,1
Canada,Male,25,Employed full-time,Other,Bachelor's degree,Mathematics or statistics,67000,CAD,Business Analyst,Poorly,Python,Sort of (Explain more),10-25% of projects,5,5
Canada,Male,24,Employed full-time,CRM/Marketing,Bachelor's degree,Computer Science,80000,CAD,Data Analyst,Fine,Python,No,26-50% of projects,7,7
United States,Female,36,Employed full-time,Academic,Doctoral degree,Other,140000,USD,Other,Perfectly,Python,Yes,51-75% of projects,8,8
United States,Female,41,Employed full-time,Technology,Doctoral degree,Engineering (non-computer focused),120000,USD,Data Analyst,Poorly,R,Sort of (Explain more),26-50% of projects,3,3
United States,Male,45,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,122000,USD,Scientist/Researcher,Fine,R,Yes,100% of projects,6,6
France,Male,35,Employed full-time,Technology,Doctoral degree,"Information technology, networking, or system administration",60,EUR,Machine Learning Engineer,Fine,Python,No,Less than 10% of projects,6,6
United States,Male,31,Employed full-time,Academic,Doctoral degree,Biology,50000,USD,Scientist/Researcher,Perfectly,R,Yes,26-50% of projects,6,6
Germany,Male,41,Employed full-time,CRM/Marketing,Master's degree,Mathematics or statistics,90000,EUR,Statistician,Perfectly,R,Sort of (Explain more),76-99% of projects,9,9
Brazil,Male,28,Employed full-time,CRM/Marketing,Bachelor's degree,Mathematics or statistics,85,BRL,Other,Perfectly,Python,Sort of (Explain more),76-99% of projects,9,9
Other,Male,40,Employed full-time,Pharmaceutical,Doctoral degree,Biology,79000,GBP,Statistician,Fine,Python,Sort of (Explain more),100% of projects,7,7
Poland,Male,34,Employed full-time,Financial,Master's degree,Mathematics or statistics,144000,PLN,Business Analyst,Fine,R,Sort of (Explain more),10-25% of projects,7,7
United States,Female,24,Employed full-time,Non-profit,Master's degree,A humanities discipline,70000,USD,Statistician,Fine,SAS,Sort of (Explain more),10-25% of projects,6,6
United States,Male,24,"Independent contractor, freelancer, or self-employed",Mix of fields,Master's degree,Mathematics or statistics,130000,USD,Scientist/Researcher,Poorly,Haskell,Yes,10-25% of projects,6,6
United States,Female,28,"Independent contractor, freelancer, or self-employed",Academic,Master's degree,Psychology,34000,USD,Scientist/Researcher,Perfectly,R,Yes,100% of projects,5,5
Other,Male,33,Employed full-time,Academic,Doctoral degree,Computer Science,150000,LKR,Scientist/Researcher,Fine,R,Sort of (Explain more),26-50% of projects,8,8
Pakistan,Male,27,Employed full-time,Insurance,Master's degree,Mathematics or statistics,1800000,PKR,Data Analyst,Fine,SQL,Yes,26-50% of projects,4,4
Chile,Male,32,Employed full-time,Financial,Bachelor's degree,Engineering (non-computer focused),25900000,CLP,Business Analyst,Fine,SQL,No,51-75% of projects,10 - Highly Satisfied,10
United States,Male,38,Employed full-time,Other,Master's degree,Physics,3.00E+05,USD,Data Analyst,Fine,Python,Yes,51-75% of projects,8,8
United States,Male,27,Employed full-time,Academic,Bachelor's degree,Other,29000,USD,Scientist/Researcher,Fine,Python,Yes,76-99% of projects,8,8
Russia,Male,23,Employed full-time,Government,Bachelor's degree,Computer Science,35000,RUB,Programmer,Fine,Python,Yes,10-25% of projects,6,6
Mexico,Male,37,Employed full-time,Manufacturing,Master's degree,"Information technology, networking, or system administration",5.00E+05,MXN,Data Analyst,Poorly,R,Yes,76-99% of projects,4,4
Australia,Male,40,Employed full-time,Government,Bachelor's degree,Physics,250000,AUD,Other,Poorly,R,Yes,100% of projects,7,7
Netherlands,Male,35,"Independent contractor, freelancer, or self-employed",Internet-based,Master's degree,Electrical Engineering,95000,EUR,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,7,7
Czech Republic,Male,30,Employed part-time,Academic,Master's degree,Computer Science,360000,CZK,Software Developer/Software Engineer,Poorly,Python,No,Less than 10% of projects,6,6
Philippines,"Non-binary, genderqueer, or gender non-conforming",26,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Mathematics or statistics,715000,PHP,Predictive Modeler,Fine,Python,No,76-99% of projects,6,6
United States,Male,59,Employed full-time,Other,Master's degree,A social science,83000,USD,Data Analyst,Fine,Python,Sort of (Explain more),Less than 10% of projects,7,7
Australia,Male,38,Employed full-time,CRM/Marketing,Master's degree,Psychology,115000,AUD,Scientist/Researcher,Fine,R,Sort of (Explain more),100% of projects,3,3
Japan,Male,27,Employed full-time,Technology,Master's degree,Other,3600000,JPY,Engineer,Poorly,R,Sort of (Explain more),76-99% of projects,3,3
United States,Male,54,Employed full-time,Mix of fields,Master's degree,Computer Science,180000,USD,Software Developer/Software Engineer,Fine,Python,Yes,51-75% of projects,8,8
Mexico,Male,34,Employed full-time,Academic,Doctoral degree,Computer Science,3.00E+05,MXN,Computer Scientist,Perfectly,Python,Sort of (Explain more),Less than 10% of projects,7,7
United States,Male,43,Employed full-time,Technology,Bachelor's degree,Computer Science,195000,USD,Software Developer/Software Engineer,Perfectly,Python,No,100% of projects,7,7
United States,Male,33,Employed full-time,Government,Bachelor's degree,A social science,112000,USD,Business Analyst,Fine,R,No,51-75% of projects,4,4
